CODIGO,NOMBRE,NOMBRE PROVEEDOR,OBSERVACIONES,MEDIDA,CODIGO DE BARRAS,COD REFERENCIA
355996281,PISTOLA SWISS ARMS P92 4.5 MM CO2,"VERLAC V. DISTRIBUCIONES, SA",,,"3,56E+12",288709
355996287,PISTOLA SWISS ARMS SA P1911 4.5 MM,"VERLAC V. DISTRIBUCIONES, SA",,4.5 MM,"3,56E+12",2858710
400084469,PISTOLA UMAREX HDP 50 6 ROUND CO2 c.50,"ARDESA, SA",,CAL 50,"4,00E+12",
2870762BA,PISTOLA WALTHER GSP 500 22 LR,"CHANO SHOOTING, SL",,,91052840341M0010,91052840341M0010
2851814,"PISTOLA WALTHER PDP COMPACT 4 9x19""","BORCHERS, SA",,,2851814,2851814
3000597,PISTOLA WALTHER PDP FULL SIZE 9MM,"BORCHERS, SA",,,3000597,
53091234,PISTOLET TIKKA NORMAL BLACK T3X,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",S54067115
53159859,PISTOLET TIKKA NORMAL ROSA T3X,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",S540209501
53107386,PISTOLET TIKKA VERTICAL BLACK T3X,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",S54069682
36270,PISTON GAMO CF,"GAMO OUTDOOR, SL",,,36270,36270
47160,PISTON GAMO IGT HUNTER,"GAMO OUTDOOR, SL",,,47160,47160
10040005,PISTON SCREW,"BERETTA BENELLI IBERICA, SA",,,10040005,
5906130,PISTONES CCI SMALL PISTOL EU 500 STD,"BORCHERS, SA",,,5906130,5906130
5906120,PISTONES CCI SMALL RIFLE EU 400 STD,"BORCHERS, SA",,,5906120,5906120
RWSP65630,PISTONES RWS PRIMER 4033 S. RIFLE,"BERETTA BENELLI IBERICA, SA",,,RWSPST020002,
RWSP3626625641250000,PISTONES RWS PRIMER 4152 S.PISTOLA,"BERETTA BENELLI IBERICA, SA",,,RWSPST020000,
4152,PISTONES RWS PRIMER 4152 S.PISTOLA,"BERETTA BENELLI IBERICA, SA",,,4152,RWSPST020000
RWSPST204,PISTONES RWS PRIMER 5333 MAGNUM,"BERETTA BENELLI IBERICA, SA",,,RWSPST020004,
RWSP00035,PISTONES RWS PRIMER 5341 L RIFLE,"BERETTA BENELLI IBERICA, SA",,,RWSPST020003,
95650148,PLACA ADAPTADORA OSIGH RMR A RMSc,"COMERCIAL EL CALDEN, SL",,,"6,98E+12",OS-010
284289604,PLACA SOLAR GARDEPRO SP1000,PROVEDORES VARIOS,,,"1,99E+11",SP1000
715148053,PLACA SOLAR GARDEPRO SP300,PROVEDORES VARIOS,,,"1,99E+11",SP300
715786651,PLACA SOLAR GARDEPRO SP350,PROVEDORES VARIOS,,,"1,99E+11",SP350
96115640,PLANTILLA CHIRUCA GRIS MUSLI,"CALZADOS FAL, SA",,,96115640,
PLATOCORS,PLATO CORSIVIA NARANJA (Caja 150 uds),"CORSIVIA, SA",,,PLATOCORS,
PLATOLAPO,PLATO LAPORTE NARANJA (Caja 150 uds),"MAQUINAS Y CONSUMIBLES PARA CAMPOS DE TIRO, SL",,,PLATOLAPO,
4006801,PLETINA APEL 5MM BLUE LINE,"BORCHERS, SA",,,4006801,
832671823,POLAINA BERETTA TECH ANKLE GREEN MOSS,"BERETTA BENELLI IBERICA, SA",,,"8,05E+12",FA021T247108AAUNI
793676029,POLAINA GAMO,"GAMO OUTDOOR, SL",VERDE,,"7,94E+11",
292272441,POLAINA HART ARMOTION-G EVO,"SUMINISTROS EVIA, SL",,,"8,43E+12",XHAG
843029239,POLAINA HART ARMOTION-G XHP,"SUMINISTROS EVIA, SL",VERDE,,"8,43E+12",XHAXG
343029215,POLAINA HART LAGGAN,"SUMINISTROS EVIA, SL",VERDES,,"8,43E+12",XHLA
00L190631,POLAINAS HART ARMOTION EVO-G,"SUMINISTROS EVIA, SL",,,L190631,L190631
292230939,POLAINAS HART VENTIUM,"SUMINISTROS EVIA, SL",,,"8,43E+12",XHVEG
96046227,POLAINAS IMPERMEABLES CHIRUCA NARANJA,"CALZADOS FAL, SA",,,"8,43E+12",4581708
220200626,POLAINAS SEELAND GAITERS VERDE,OUTFIT INTERNATIONAL AS,,,"5,71E+12",
96236031,POLAR CHIRUCA ERATO 01 VERDE,"CALZADOS FAL, SA",,,96236031,4589501
96226117,POLAR CHIRUCA MINOS 01 VERDE,"CALZADOS FAL, SA",,,96226117,4585601
144002053,POLAR SWEDTEAM ULTRA LIGHT TALLA,"COMERCIAL EL CALDEN, SL",,,144002053,
MP5919915,POLO BERETTA 500 ANIVERSARIO CAMO LOGO,"BERETTA BENELLI IBERICA, SA",,,MP5919915,
10689,POLO BROWNING ULTRA 79 CAQUI,"AGUIRRE Y CIA, SA",,,10689,
XHIVB0000,POLO HART IVORY MARRON,,MARRON,,XHIVB0000,XHIVB
XHIVO0000,POLO HART IVORY OLIVA OSCURO,"SUMINISTROS EVIA, SL",VERDE OLIVA,,XHIV00000,XHIVO
XHLAS0000,POLO HART LASA,"SUMINISTROS EVIA, SL",VERDE,,XHLAS0000,XHLAS
00MAX0012,POLVORA NEGRA SUIZA Nº2,SISTACH COMERCIAL SL,,,MAX0012,MAX0012
00000RS12,POLVORA RS12 (500 gr),SISTACH COMERCIAL SL,,,RS12,
00000RS30,POLVORA RS30 (500gr),SISTACH COMERCIAL SL,,,RS30,
000RS0060,POLVORA RS60,SISTACH COMERCIAL SL,,,RS0060,RS0060
00000RS70,POLVORA RS70 (1 kg),SISTACH COMERCIAL SL,,,RS70,RS0070
000RS0080,POLVORA RS80 (1 kg),SISTACH COMERCIAL SL,,,RS80,
00000BA10,POLVORA VECTAN BA10 (500 gr),"NOBEL SPORT ESPAÑA, SAU",,,BA10,71FA520028
000000BA9,POLVORA VECTAN BA9 (500 gr),"NOBEL SPORT ESPAÑA, SAU",,,BA9,71FA520027
71FA536117,POLVORA VECTAN TUBAL 7000 (500 gr),PROVEDORES VARIOS,,,71FA536117,
615700883,POLVORA VIHTAVOURI N135 1lb (454 gr),"COMERCIAL PERCOFAN, SL",,,"6,42E+12",
615700937,POLVORA VIHTAVOURI N150 (454 gr),"COMERCIAL PERCOFAN, SL",,,"6,42E+12",
615700951,POLVORA VIHTAVOURI N165 (454 gr),"COMERCIAL PERCOFAN, SL",,,"6,42E+12",
615701231,POLVORA VIHTAVOURI N32C 1lb (454 gr),"COMERCIAL PERCOFAN, SL",,,"6,42E+12",
615700999,POLVORA VIHTAVOURI N550 1lb (454 gr),"ARDESA, SA",,,"6,42E+12",
615701019,POLVORA VIHTAVOURI N570 (454 gr),"COMERCIAL PERCOFAN, SL",,,"6,42E+12",
12741497,POLVOS BLANQUEADORES TROFI BP PODWER 1KG,"IBERIA HUNT TAXIDERMY, SL",,,"8,59E+12",
827135334,PONCHO DEERHUNTER S/M/L,"GAMO OUTDOOR, SL",,,"5,70E+12",
827135341,PONCHO DEERHUNTER XL/2XL/3XL,"GAMO OUTDOOR, SL",,,"5,70E+12",
0000XHRMP,PONCHO HART RAIN PU,"SUMINISTROS EVIA, SL",,,XHRMP,XHRMP
868051342,PONCHO SEATOSUMMIT 15 D AZUL,"J. ESTELLER, SL",,,"9,33E+12",APONSTD15DBL
183233435,PORTA BALA BERETTA CA121 7 TIROS GREEN BROWN,"BERETTA BENELLI IBERICA, SA",,,"8,05E+12",CA121T170207A0UNI
832256983,PORTA BALAS BERETTA BS671 LIGHT & DARK GREEN,"BERETTA BENELLI IBERICA, SA",,,"8,05E+12",BS671T16110789UNI
10135005,PORTA BASTON PRIMOS PARA TRIGER STICK GN 3 LARGO,"BORCHERS, SA",,,10135002015,65820M
B35487,PORTA CARTUCHO 25 UNIDADES CUERO ARTE ACAC,PROVEDORES VARIOS,,,80114864,
837388400,PORTA CAZA BARILLA METALICA EXTRECAZA,"RODATEX & BRITISH COTTON, SL",,,8373884,
292304838,PORTA CAZA HART GAME TOTE,"SUMINISTROS EVIA, SL",,,"8,43E+12","8,43E+12"
00000H603,PORTA FUSIL CORDURA PIEL Y NEOPRENO,"PARABELLUM, SLU",,,00000H603,H603
00000H614,PORTA FUSIL CORDURA PIEL Y NEOPRENO NEGRO,"PARABELLUM, SLU",,,00000H614,H614
00000H612,PORTA FUSIL PARABELLUM ALTA VISIBILIDAD,"PARABELLUM, SLU",,,00000H612,H612
645000101,PORTA RIFLE STINGER MOCHILA,"SKYWAY TECHNOLOGY, SA",,,"8,43E+12",SPR13
17573007,"PORTABALAS INDO GRANDES CALIBRES 9,3X74R","EISPORT, SL",,,"8,43E+12",573
80414891,PORTABOTAS BLASER MARRON,"BLASER OUTDOOR GROUP, SL",,,"4,07E+12",80414891
80410860,PORTACARTUCHOS BLASER,"BLASER OUTDOOR GROUP, SL",,,"4,07E+12",80410860
999014339,PORTACARTUCHOS BLASER ARGALI TEAK,"BLASER OUTDOOR GROUP, SL",,,"4,07E+12",80420132
837385600,PORTACAZA EXTRECAZA TRIANGULAR,"RODATEX & BRITISH COTTON, SL",,,8373856,
837389000,PORTACAZA REDONDO METALICO EXTRACAZA,"RODATEX & BRITISH COTTON, SL",,,8373890,
B145687,PORTACAZA VARILLA SIMPLE,PROVEDORES VARIOS,,,B145687,
7011,PORTACAZAS ACERO INOX Y CUERO,"EISPORT, SL",,,7011,7011
00007006A,PORTACAZAS PERDIZ DOBLE VARILLA,"EISPORT, SL",,,00007006A,7006A
7003,PORTACAZAS PIEL 8 RAMALES,"EISPORT, SL",,,7003,
15880,PORTACERROJO BROWNING CAL MAG,"AGUIRRE Y CIA, SA",,,15880,I317604705
23493,PORTACERROJO BROWNING CAL STANDAR,"AGUIRRE Y CIA, SA",,,23493,23493
700019901,POSTA 27P REMINGTON (5 uds),"BORCHERS, SA",,,47700019901,5450060
629501117,POSTA 9P REMINGTON (10 uds),"BORCHERS, SA",,,"8,03E+12",
700019604,POSTA 9P REMINGTON (5 uds),"BORCHERS, SA",,,47700019604,5450050
109434348,POSTA BASCHIERI & PELLAGRI BIG GAME ZERATi7/0 C.12,"BERETTA BENELLI IBERICA, SA",,,"8,03E+12",
BPCAR0472,POSTA BP BIG PALLETTONI 10P (10 uds),"BERETTA BENELLI IBERICA, SA",,,BPCAR0472,
BPCAR0471,POSTA BP BIG PALLETTONI 10P (10 uds),"BERETTA BENELLI IBERICA, SA",,,"8,06E+12",
18396023,POSTA BP BIG PALLETTONI 10P RAMATI (10 uds),"BERETTA BENELLI IBERICA, SA",,,"8,06E+12",
BPCAR0470,POSTA BP BIG PALLETTONI 8P (10 uds),"BERETTA BENELLI IBERICA, SA",,,BPCAR0470,B&PCAR000470
18396016,POSTA BP BIG PALLETTONI 8P RAMATI (10 uds),"BERETTA BENELLI IBERICA, SA",,,"8,06E+12",
BPCAR0212,POSTA BP BIG PALLETTONI 9P (10 uds),"BERETTA BENELLI IBERICA, SA",,,"8,03E+12",B&PCAR000212
BPCAR0213,POSTA BP BIG PALLETTONI RAMATI 12P (10 uds),"BERETTA BENELLI IBERICA, SA",,,"8,03E+12",B&PCAR000213
134044861,POSTA BP BIG PALLETTONI RAMATI 15P (10 uds),"BERETTA BENELLI IBERICA, SA",,,"8,03E+12",B&PCAR000214
134049736,POSTA C20 BP BIG PALLETTONI 9P (10 uds),"BERETTA BENELLI IBERICA, SA",,,"8,03E+12",
TRUSTPO20,POSTA C20 TRUST 1 (9 POSTAS),"TRUST EIBARRES, SA",,,TRUSTPO20,
587332319,POSTA JG 3x3 (3 EN BOCA),"NOBEL SPORT ESPAÑA, SAU",,,"8,44E+12",1299201201
700020808,POSTA REMINGTON 41P (5 uds),"BORCHERS, SA",,,47700020808,
RI4984000,POSTA RIO C20 9 (3x3),"SOFIAM IBERICA, SL",,,"8,44E+12",R4984000736
RI2984000,POSTA RIO ROYAL 9 (3X3),"SOFIAM IBERICA, SL",,,"8,44E+12",R2984000866
TRUSTPOST,POSTA TRUST 00-0-3,"TRUST EIBARRES, SA",,,TRUSTPOST,
957811015,POSTA WINCHESTER 12P (10 uds),"AGUIRRE Y CIA, SA",,,"6,35E+11",25190
957811022,POSTA WINCHESTER 16P (10 uds),"AGUIRRE Y CIA, SA",,,"6,35E+11",25191
957811039,POSTA WINCHESTER 27P (10 uds),"AGUIRRE Y CIA, SA",,,"6,35E+11",25192
957811046,POSTA WINCHESTER 9P (10 uds),"AGUIRRE Y CIA, SA",,,"6,35E+11",25189
82403065,PRISMATICO GPO RANGEGUIDE 3200 10X42,"ARTESANIA RAMIREZ RUIZ, SL",,,"4,26E+12",
80229608,PROLONGADOR BLASER ANILLAS INC. TORNILLO LARGO,"BLASER OUTDOOR GROUP, SL",,,80229608,80229608
481068607,PROTECCION AUDITIVA BLASER IN-EAR,"BLASER OUTDOOR GROUP, SL",,,"4,07E+12",80414740
82442949,PROTECTOR BERETTA MEJILLA GEL TEC 4MM,"BERETTA BENELLI IBERICA, SA",,4 MM,82442940519,E02920
82442946,PROTECTOR BERETTA MEJILLA GEL TEC 6 MM,"BERETTA BENELLI IBERICA, SA",,6 MM,82442940526,E02919
325100204,PROTECTOR MAGNETICO SWAROVSKI LENTE OCULAR Z8+,"J. ESTELLER, SL",,,"9,01E+12",SW469MP
325074765,PROTECTOR MAGNETICO SWAROVSKI OBJETIVO 24MM,"J. ESTELLER, SL",,,"9,01E+12",SW470M24
325100211,PROTECTOR MAGNETICO SWAROVSKI SLP O 24+,"J. ESTELLER, SL",,,"9,01E+12",SW470M51
325080421,PROTECTOR MAGNETICO SWAROVSKI SLP O 42,"J. ESTELLER, SL",,,"9,01E+12",SW470M42
57202803,PROTECTOR NIGGELOH DE BOCA DE CAÑON LODEN,"J. ESTELLER, SL",,,"4,25E+12",141100041
325080407,PROTECTOR SWAROVSKI ABAT.MAGNET 50 OBJ,"J. ESTELLER, SL",,,"9,01E+12",
635080445,PROTECTOR SWAROVSKI ABAT.MAGNET SLP-E-46,"J. ESTELLER, SL",,,"9,01E+12",SW469M
325080452,PROTECTOR SWAROVSKI ABAT.MAGNET SLP-E-56,"J. ESTELLER, SL",,,"9,01E+12",SW470M56
325081398,PROTECTOR SWAROVSKI SLP-O-63,"J. ESTELLER, SL",,,"9,01E+12",SW470M-conf
42111271,PROYECTIL PLASTICO BYRNA,"COMERCIAL EL CALDEN, SL",,,"8,10E+11",BY017
PLAZATORO,PUBLICIDAD PLAZA DE TOROS SALAMANCA,"TOREO ARTE Y CULTURA BMF, SL",,,PUBLICIDA,
0000SH100,PUESTO SILLA 6 VENTANAS,"SKYWAY TECHNOLOGY, SA",,,"8,43E+12",SH100
697052658,PULSADOR ACEBEAM,PROVEDORES VARIOS,,,"6,97E+12",ARPS-R02
113036108,PULSADOR LEDLENSER CON CABLE,"REIBERCO INTERNACIONAL, SA",,,"4,03E+12",361
00004132E,PUNTA DE MIRA FIBRA OPTICA 12mm,"EISPORT, SL",,,4132E,4132E
923680019,PUNTA NORMA 8 MM ORIX 196 GR,,,,"7,39E+12",20680011
80205446,PUNTAL/ADAPTADOR BIPODE CARBONO BLASER R8 PRO 19mm,"BLASER OUTDOOR GROUP, SL",,,80205446,80205446
255304527,PUNTAS HORNADY SST CAL 30 165 GR (100 UNIDADES),"ARDESA, SA",,,90255304527,032-30452
4383115,PUNTO AIMPOINT HUNTER H34L,"ARDESA, SA",,,"7,35E+12",082-12693
29757732,PUNTO BUSHNELL TRS-25 RED DOT 1X20MM,"BORCHERS, SA",,1X20MM,29757731302,731303
613084430,PUNTO DE MIRA DEAD RINGER EXTREME CAMO,"COMERCIAL EL CALDEN, SL",,,"8,00E+12",
613084393,PUNTO DE MIRA DEAD RINGER EXTREME NEGRO,"COMERCIAL EL CALDEN, SL",,,"6,10E+11",
00004405B,"PUNTO DE MIRA ESCOPETA Nº 5 3,5mm","EISPORT, SL",,,4405B,4405B
00004405A,PUNTO DE MIRA ESCOPETA Nº 5 3mm,"EISPORT, SL",,,4405A,4405A
4409,"PUNTO DE MIRA ESCOPETA Nº 9 2,6mm","EISPORT, SL",,,4409,4409
00004409B,"PUNTO DE MIRA ESCOPETA Nº 9 3,5mm","EISPORT, SL",,,4409B,4409B
4419,PUNTO DE MIRA ESCOPETA Nº19 A PRESION BLANCO,"EISPORT, SL",,,4419,4419
00004132C,PUNTO DE MIRA FIBRA OPTICA 10mm,"EISPORT, SL",,,4132C,4132C
4154,PUNTO DE MIRA FIBRA OPTICA 2.6 ROJO,"EISPORT, SL",,,4154,4154
4154,PUNTO DE MIRA FIBRA OPTICA 2.6MM ROJO,"EISPORT, SL",,,4154,4154
00004132B,PUNTO DE MIRA FIBRA OPTICA 9mm,"EISPORT, SL",,,4132B,4132B
613485586,PUNTO DE MIRA HIVIZ 4 FOUR IN ONE,"EISPORT, SL",,,"6,13E+11",FO20008-11
0HIVI8897,PUNTO DE MIRA HIVIZ GLOCK FIBRA OPTICA,"ARMERIA MARCOS, S. COOP",,,0HIVI8897,
485585568,PUNTO DE MIRA HIVIZ M200,"EISPORT, SL",,,"6,13E+11",M200
485584318,PUNTO DE MIRA HIVIZ M300,"EISPORT, SL",,,"6,13E+11",M300
485584578,PUNTO DE MIRA HIVIZ S200 VERDE,"EISPORT, SL",,,"6,13E+11",S200G
485584615,PUNTO DE MIRA HIVIZ S400 VERDE,"EISPORT, SL",,,"6,13E+11",S400
4330,PUNTO DE MIRA LARGO ROJO TIPO PERAZZI,"EISPORT, SL",,,4330,4330
438122086,PUNTO DE MIRA LIMBSAVER,PROVEDORES VARIOS,,,"6,97E+11",
0000MF09R,PUNTO DE MIRA LPA ROJO 2.6mm,"PARABELLUM, SLU",,,MF09R,MF09R
0000MF10R,PUNTO DE MIRA LPA ROJO 3mm,"PARABELLUM, SLU",,,MF10R,MF10R
142849,PUNTO DE MIRA LPA UNIVERSAL,"PARABELLUM, SLU",,,"8,00E+12",MF18
2147,PUNTO DE MIRA MAGNETICO PARABELLU ROJO,"PARABELLUM, SLU",,,2147,2147
2149,PUNTO DE MIRA MAGNETICO PARABELLUM ANCHO ROJO,"PARABELLUM, SLU",,,2149,2149
100002147,PUNTO DE MIRA MAGNETICO PARABELLUM FINO ROJO,"PARABELLUM, SLU",,,100002147,2147
2148,PUNTO DE MIRA MAGNETICO PARABELLUM VERDE,"PARABELLUM, SLU",,,2148,2148
PARA41025,PUNTO DE MIRA PARABELLUM ALUMINIO TONDO ROSSO 6X25,"PARABELLUM, SLU",TONDO ROSSO,6X25,6041025,6.041.025
PARA60410,PUNTO DE MIRA PARABELLUM ALUMINIO TONDO ROSSO 6X30,"PARABELLUM, SLU",TONDO ROSSO,6X25,6041030,6.041.030
6042025,PUNTO DE MIRA PARABELLUM VERDE 25MM,"PARABELLUM, SLU",,,6042025,6042025
37609,PUNTO DE MIRA RUBY ROJO 120MM,"COMERCIAL EL CALDEN, SL",,120MM/ROJO,"3,76E+12",RU-051
376013512,PUNTO DE MIRA RUBY ROJO 71MM,"COMERCIAL EL CALDEN, SL",,71MM/ROJO,"3,76E+12",RU-050
RUBY15026,PUNTO DE MIRA RUBY VERDE 71 MM,"COMERCIAL EL CALDEN, SL",VERDE 71 MM,,"3,76E+12",RU-052
130615560,PUNTO DE MIRA TRUGLO GLODOT II,"EISPORT, SL",,,"7,88E+11",TG92A
613485585,PUNTO HIVIZ S-SERIES MAGNETIC FRONT SIGTH ROJO,"EISPORT, SL",,,"6,13E+11",S200-R
485584622,PUNTO HIVIZ S400 1 BARRA ROJO,"EISPORT, SL",,,"6,13E+11",S400-R
6212421,PUNTO MIRA DE FIBRA OPTICA GAMO 2 UDS,"GAMO OUTDOOR, SL",,,6212421,621421
4418,PUNTO MIRA ESCOPETA Nº18 2.6MM,"EISPORT, SL",,,4418,4418
00004132D,PUNTO MIRA FIBRA OPTICA 11MM,"EISPORT, SL",,,00004132D,
00004132A,PUNTO MIRA FIBRA OPTICA 8 MM,"EISPORT, SL",,,00004132A,
793676037,PUNTO MIRA GAMO 2 UD,"GAMO OUTDOOR, SL",,,"7,94E+11",
130015384,PUNTO MIRA TRUGLO FAT BEAD DUAL COLOR 3MM,"EISPORT, SL",,,"7,88E+11",TG948ED
130014394,PUNTO MIRA TRUGLO GLODOT CORTO DUAL COLOR,"SPORT JADG, SL",,,"7,88E+11",
130022399,PUNTO MIRA TRUGLO GLODOT LARGO DUAL COLOR,"SPORT JADG, SL",,,"7,88E+11",
498004073,PUNTO OLIGHT OSIGHT 3 MOA,"COMERCIAL EL CALDEN, SL",,,"6,98E+12",OL-2100
4386932,PUNTO ROJO AIMPOINT  ACRO C-2 3.5 MOA,"ARDESA, SA",,,"7,35E+12",082-200754
4387601,PUNTO ROJO AIMPOINT ACRO C-2 3.5 MOA NARANJA,"ARDESA, SA",,,"7,35E+12",082-200912
4387465,PUNTO ROJO AIMPOINT ACRO S2 9 MOA,"ARDESA, SA",,,"7,35E+12",
4384686,PUNTO ROJO AIMPOINT H-2 2 MOA MONTURA WARNE,"ARDESA, SA",,,"7,35E+12",082-200185
4383092,PUNTO ROJO AIMPOINT H30L,"ARDESA, SA",,,"7,35E+12",082-12691
4386635,PUNTO ROJO AIMPOINT MICRO H-2 2 MOA MONTURAS WEAV,"ARDESA, SA",,,"7,35E+12",AIM H2012
4385454,PUNTO ROJO AIMPOINT S-1 6 MOA,"ARDESA, SA",,,"7,35E+12",200369
90002113,PUNTO ROJO ARCEA 1X22X33 CARRIL 11,"ARCEA EUROSPORT, SL",,,"8,40E+12",v211
1434467,PUNTO ROJO AVISTAR AV25 1X33X22,"BORCHERS, SA",,,"9,42E+12",NRD133A
450100379,PUNTO ROJO BLASER RD20,"BLASER OUTDOOR GROUP, SL",,,"4,01E+12",80224708
757007308,PUNTO ROJO BUSHNELL RXS-100 4 MOA,"BORCHERS, SA",,,29757007308,RXS100
691623224,PUNTO ROJO DELTA MULTIDOT HD 25,"COMERCIAL EL CALDEN, SL",,,"5,90E+12",DO2322
8470100,PUNTO ROJO HEIMDAL AR1X,"BORCHERS, SA",,,8470100,8470100
729009213,PUNTO ROJO KAHLES HELIA RD-C,"BORCHERS, SA",,,"9,01E+12",20021
26282486,PUNTO ROJO KITE OPTICS KITE BT1 3 MOA,"AGUIRRE Y CIA, SA",,,"5,43E+12",7934
26280031,PUNTO ROJO KITE OPTICS KITE KX1 BRG MOUNT 3 MOA,"AGUIRRE Y CIA, SA",,,"5,43E+12",9406
105550100,PUNTO ROJO LEICA TEMPUS 2 ASPH,"LEICA CAMERA IBERIA, SL",,,"4,02E+12",1055501
243555037,PUNTO ROJO LEICA TEMPUS 2 ASPH. 2.5 MOA,"LEICA CAMERA IBERIA, SL",,,"4,02E+12",555-03
243555006,PUNTO ROJO LEICA TEMPUS ASPH 3.5 MOA,"LEICA CAMERA IBERIA, SL",,,"4,02E+12",55500
450100003,PUNTO ROJO MINOX RV 1,"BLASER OUTDOOR GROUP, SL",,,"4,01E+12",
1438915,PUNTO ROJO NIKKO STIRLING FLASH 1X25 RED DOT,"BCN OUTDOOR, SL",,,"9,42E+12",B7995C5224N
386120141,PUNTO ROJO VECTOR OPTICS FRENZY-S 1X17X24 MOS,PROVEDORES VARIOS,,,"6,98E+12",SCRD-M43
829105583,PUNTO ROJO VORTEX CROSSFIRE II,"BCN OUTDOOR, SL",,,"8,44E+11",CF-RD2
874005464,PUNTO ROJO VORTEX MENOM RED DOT 3 MOA,"BCN OUTDOOR, SL",,,"8,76E+11",VDM-3103
130090732,PUNTO TRUGLO IMAN ROJO,"PARABELLUM, SLU",,,"7,88E+11",TG902XA
0CURSODIA,Práctica del día,,,,0CURSODIA,
0USOARMAS,Préstamo y uso de armas campo de tiro,,,,0USOARMAS,
103826,QUAKE STOCKER POUCH RUBBER STRAPS,"DIKAR, S. COOP",,,"8,00E+12",A04936
00RE40307,RAIL BERGARA ACERO 20 MOA ACCION CORTA,"DIKAR, S. COOP",,,"8,41E+12",RE40307
00RE40303,RAIL BERGARA ACERO 20 MOA ACCION LARGA,"DIKAR, S. COOP",,,"8,41E+12",RE40303
697400467,RAIL HIKMICRO THUNDER,"COMERCIAL EL CALDEN, SL",,,"6,97E+12",
425039230,RECLAMO 4 EN 1 EUROHUNT,EUROHUNT GMBH,,,"4,25E+12",510533
10135003,RECLAMO ALIMAÑAS PRIMOS MOUSE SQUEEZE,"BORCHERS, SA",,,10135003043,304
7536,RECLAMO BUTTOLO,"EISPORT, SL",,,7536,7536
425039233,RECLAMO CIERVO KLAUS,EUROHUNT GMBH,2 PIEZAS,,"4,25E+12",510510
20184,RECLAMO CORZO CON CORDON,"EISPORT, SL",,,20184,20184
510528,RECLAMO CORZO DE MADERA+SILBATO RATONES KLAUS,EUROHUNT GMBH,,,"4,25E+12",510528
49400631,RECLAMO CORZO NORDIK PRO ROE,EUROHUNT GMBH,,,"7,35E+12",
735004942,RECLAMO CORZO NORDIK ROE,EUROHUNT GMBH,,,"7,35E+12",
510500,RECLAMO DE MADERA NOBLE CORZO KLAUS,EUROHUNT GMBH,,,"4,25E+12",RW510500
10135002,RECLAMO PARA ALIMAÑAS PRIMOS,"BORCHERS, SA",,,10135003722,372
10135004,RECLAMO PARA ALIMAÑAS PRIMOS REAXPY COASER,"BORCHERS, SA",,,10135003234,PS323
135007218,RECLAMO PRIMO CIERVO HARDWOOD FAWN BLEAT,"BORCHERS, SA",,,10135007218,
135003203,RECLAMO PRIMO JABALI HOG GRUNTER,"BORCHERS, SA",,,10135003203,PS320
135003210,RECLAMO PRIMO JABALI HOG SQUEALER,"BORCHERS, SA",,,10135003210,PS321
392350030,RECLAMO WEISSKIRCHEN ZORRO H CELO,"SKYWAY TECHNOLOGY, SA",,,"4,25E+12",510526
425039238,RECLAMO ZORRO KLAUS,EUROHUNT GMBH,,,"4,25E+12",510520
49400396,RECLAMO ZORRO NORDIK PREDATOR FOX PLAIN PAIN,EUROHUNT GMBH,,,"7,35E+12",
4400400,RECLAMO ZORZAL METAL,"EISPORT, SL",,,"3,70E+12",7501
0000CA061,RED CLASSIC CAMO 3D 2X4M,"ARCEA EUROSPORT, SL",,,"8,40E+12",CA061
0000CA051,RED CLASSIC CAMO VERDE-MARRON 3D,"ARCEA EUROSPORT, SL",,,"8,40E+12",CA051
0000RD112,RED PROTECION CULTIVOS 12 M,PROVEDORES VARIOS,,,RD112,RD112
0000RD106,RED PROTECION CULTIVOS 6 M,PROVEDORES VARIOS,,,RD106,RD106
0000RD108,RED PROTECION CULTIVOS 8 M,PROVEDORES VARIOS,,,RD108,RD108
832535347,REDUCTOR DE RETROCESO BERETTA EVO AZUL,"BERETTA BENELLI IBERICA, SA",,,"8,05E+12",OG421000010560UNI
509019855,REDUCTOR UNIVERSAL PARA SEMIAUTOMA,"EISPORT, SL",,,26509019855,1985
441297098,REPOSACAÑON BERETTA SL190,"BERETTA BENELLI IBERICA, SA",,,82442197098,SL190004130802UNI
354381,REPOSACAÑON PIEL CASTELLANI NEGRO,"HNOS. LAPARRA TARRAGA, SL",,,354381,
349059,REPOSAPIES NYLON CASTELLANI,"HNOS. LAPARRA TARRAGA, SL",,,349059,
0000MR104,REPRODUCTOR DIGITAL CON MANDO 100 CANTOS,"CANTOS DE PAJAROS DIGITALES, SL",,,0000MR104,MR104
0000MR103,REPRODUCTOR DIGITAL SIN MANDO 100 CANTOS,"CANTOS DE PAJAROS DIGITALES, SL",,,00000MR103,MR103
S5840260,REPUESTO TIKKA GUARDAMANOS M558/590,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",
56356965,RESINA PARA RELLENAR COLMILLOS + CATALIZADOR,"IBERIA HUNT TAXIDERMY, SL",,,56356965,
00TAXRESI,RESINA PARA RELLENAR COLMILLOS 300GR,"IBERIA HUNT TAXIDERMY, SL",,,00TAXRESI,RESINA RSC300
57234220,RESTAURADOR BIRCHWOOD DE CULATAS,"EISPORT, SL",,,29057234220,23422SRP
